"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Jawbreaker","Comedy",5.9,90,"Darren Stein",4.337685,"Rose McGowan Julie Benz Rebecca Gayheart Carol Kane Pam Grier","confession jealousy nightmare ambition groupie",3933
"Basquiat","Drama History",6.6,94,"Julian Schnabel",3.6366339999999995,"Jeffrey Wright David Bowie Dennis Hopper Gary Oldman Benicio del Toro","new york sex drug abuse homeless person new love",3934
"Frances Ha","Comedy Drama",7.2,345,"Noah Baumbach",15.492257,"Greta Gerwig Mickey Sumner Adam Driver Michael Zegen Michael Esper","friendship loneliness black and white responsibility late coming of age",3935
"Tsotsi","Crime Drama",6.9,94,"Gavin Hood",2.504169,"Presley Chweneyagae Jerry Mofokeng Terry Pheto Kenneth Nkosi Zenzo Ngqobe","slum baby fight nudity leader",3936
"Happiness","Comedy Drama",7.4,194,"Todd Solondz",10.757539,"Jane Adams Jon Lovitz Philip Seymour Hoffman Dylan Baker Evan Silverberg","rape sister sister relationship lover (female) pedophilia sister",3937
"DysFunktional Family","Comedy Documentary",6.1,4,"George Gallo",1.580027,"Eddie Griffin Joe Howard Matthew Brent Robert Noble","undefined",3938
"Tusk","Comedy Horror",5.1,366,"Kevin Smith",15.754614000000002,"Michael Parks Justin Long Haley Joel Osment G\u00e9nesis Rodr\u00edguez Ralph Garman","canada obsession walrus deception search",3939
"Oldboy","Drama Thriller Mystery Action",8,1945,"Park Chan-wook",56.763490000000004,"Choi Min-sik Yoo Ji-tae Kang Hye-jung Kim Byeong-ok Oh Dal-su","sushi restaurant rage and hate notebook daughter hostility",3940
"Letters to God","Action Drama Family Thriller",6.5,37,"David Nixon",3.6448720000000003,"Robyn Lively Jeffrey Johnson Bailee Madison Maree Cheatham Tanner Maguire","letter hope postman god cancer",3941
"Hobo with a Shotgun","Action Comedy Thriller",5.7,211,"Jason Eisener",16.900433,"Rutger Hauer Gregory Smith Robb Wells Brian Downey Molly Dunsworth","female nudity prostitute shotgun pimp underwear",3942
"Compadres","Action Comedy",5.2,17,"Enrique Begn\u00e9",1.569246,"Omar Chaparro Joey Morgan Aislinn Derbez Eric Roberts Camila Sodi","undefined",3943
"Freeway","Comedy Drama Thriller",6.5,95,"Matthew Bright",4.682881,"Kiefer Sutherland Reese Witherspoon Wolfgang Bodison Dan Hedaya Amanda Plummer","prison attempt to escape step father independent film hitchhiker",3944
"Love's Abiding Joy","TV Movie Action Drama Family",5.8,12,"Michael Landon Jr.",1.128559,"Erin Cottrell Logan Bartholomew William Morgan Sheppard James Tupper Irene Bedard","undefined",3945
"Fish Tank","Drama",6.9,250,"Andrea Arnold",12.68672,"Katie Jarvis Michael Fassbender Kierston Wareing Rebecca Griffiths Harry Treadaway","dancing mother alcohol sex adultery",3946
"Damsels in Distress","Comedy Romance",5.6,67,"Whit Stillman",3.7503379999999997,"Greta Gerwig Carrie MacLemore Megalyn Echikunwoke Analeigh Tipton Ryan Metcalf","college female friendship young adult",3947
"Creature","Horror Science Fiction Thriller",4,21,"Stuart Gillard",2.857848,"Craig T. Nelson Kim Cattrall Colm Feore Cress Williams Michael Reilly Burke","undefined",3948
"Bachelorette","Comedy Romance",5.3,444,"Leslye Headland",20.952820000000006,"Kirsten Dunst Isla Fisher Lizzy Caplan Rebel Wilson Adam Scott","bridesmaid strip club female friendship reunion drug use",3949
"Brave New Girl","Drama Music Family",3.7,3,"Bobby Roth",0.18094000000000002,"Virginia Madsen Lindsey Haun Barbara Mamabolo John Ralston Nick Roth","tv movie",3950
"Tim and Eric's Billion Dollar Movie","Comedy",5.2,34,"Tim Heidecker",1.75311,"Eric Wareheim Tim Heidecker John C. Reilly Zach Galifianakis Will Ferrell","restaurant wolf shopping mall filmmaker billion dollars",3951
"Summer Storm","Comedy Drama",6.7,59,"Marco Kreuzpaintner",3.120747,"Robert Stadlober Kostja Ullmann Alicja Bachleda-Curu\u015b J\u00fcrgen Tonkel Tristano Casanova","holiday gay male nudity competition sexual identity",3952
"Fort McCoy","War Drama History",6.3,2,"Michael Worth",0.384496,"Eric Stoltz Kate Connor Lyndsy Fonseca Andy Hirsch Camryn Manheim","woman director",3953
"Chain Letter","Horror Thriller",3.9,37,"Deon Taylor",2.504156,"Nikki Reed Keith David Brad Dourif Betsy Russell Cherilyn Wilson","killing friendship teenager maniac mysterious letter",3954
"Just Looking","Drama Comedy",5.8,5,"Jason Alexander",0.431332,"Gretchen Mol Patti LuPone Peter Onorati Ryan Merriman Richard V. Licata","new york nurse sex infidelity nudity",3955
"The Divide","Science Fiction",5.7,197,"Xavier Gens",11.882563000000001,"Lauren German Michael Biehn Milo Ventimiglia Courtney B. Vance Ashton Holmes","basement violence septic tank town in panic welding",3956
"The Eclipse","Drama Horror Romance",6.1,15,"Conor McPherson",9.342464999999999,"Ciar\u00e1n Hinds Aidan Quinn Iben Hjejle Jim Norton Valerie Spelman","undefined",3957
"Demonic","Thriller Horror",4.9,148,"Will Canon",12.564554,"Maria Bello Frank Grillo Cody Horn Dustin Milligan Megan Park","detective haunted house investigation anti-christ possession",3958
"My Big Fat Independent Movie","Comedy",3,5,"Philip Zlotorynski",0.6882199999999999,"Paget Brewster Neil Barton Eric Hoffman Darren Keefe Ashley Head","independent film",3959
"The Deported","Comedy Family",0,0,"Lance Kawas",0.194848,"Nicholas Turturro Talia Shire Paul Rodr\u00edguez Gary Valentine Nick Turturro III","undefined",3960
"Tanner Hall","Drama",5.4,32,"Francesca Gregorini",2.015525,"Rooney Mara Georgia King Brie Larson Amy Ferguson Antonia Steinberg","boarding school woman director",3961
"Open Road","Action Drama Thriller",5.2,18,"M\u00e1rcio Garcia",2.680629,"Camilla Belle Andy Garc\u00eda Colin Egglesfield Juliette Lewis Christiane Torloni","drug dealer police killer illegal drugs dealer",3962
"They Came Together","Comedy",5.3,171,"David Wain",12.036888000000001,"Paul Rudd Amy Poehler Bill Hader Ellie Kemper Cobie Smulders","undefined",3963
"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo","Comedy",2.9,28,"Craig Moss",1.737032,"Kathryn Fiore Flip Schultz Olivia Alexander Arturo del Puerto Danny Woodburn","parody horror comedy",3964
"Never Back Down 2: The Beatdown","Drama Action",5.8,136,"Michael Jai White",9.249229,"Stacey Asaro Gralen Bryant Banks Rus Blackwell Beau Brasso Eddie Bravo","male nudity cage kiss fistfight sport",3965
"Point Blank","Action Crime Drama Thriller",7.1,95,"John Boorman",5.164423,"Lee Marvin Angie Dickinson Keenan Wynn Carroll O'Connor Lloyd Bochner","alcatraz revenge organized crime",3966
"Four Single Fathers","Drama Comedy",0,0,"Paolo Monico",0.008263,"Alessandro Gassman Francesco Quinn Joe Urla Lenny Venito Jennifer Esposito","undefined",3967
"Enter the Dangerous Mind","Thriller",4.8,14,"Youssef Delara",1.9988259999999998,"Jake Hoffman Nikki Reed Thomas Dekker Scott Bakula Jason Priestley","composer obsession",3968
"Something Wicked","Mystery Thriller",4.6,16,"Darin Scott",1.968679,"Shantel VanSanten John Robinson James Patrick Stuart Brittany Murphy Robert Blanche","obsession oregon independent film",3969
"AWOL-72","Thriller",2.8,10,"Christian Sesma",1.141463,"Luke Goss RZA Bokeem Woodbine Louis Mandylor Brooke Newton","russian getaway lapd awol special ops",3970
"Iguana","undefined",6,1,"Monte Hellman",0.214704,"Everett McGill Fabio Testi Michael Madsen Jack Taylor","undefined",3971
"Chicago Overcoat","Action Crime Thriller",6.1,5,"Brian Caunter",1.034844,"Frank Vincent Kathrine Narducci Mike Starr Stacy Keach Armand Assante","undefined",3972
"Barry Munday","Comedy Drama Romance",6.3,22,"Chris D'Arienzo",1.975941,"Patrick Wilson Malcolm McDowell Judy Greer Chlo\u00eb Sevigny Missi Pyle","based on novel letter paternity castration doctor",3973
"Central Station","Drama",7.6,126,"Walter Salles",5.928937,"Fernanda Montenegro Mar\u00edlia P\u00eara Vin\u00edcius de Oliveira Othon Bastos Ot\u00e1vio Augusto","brazilian brazil rio de janeiro letter wilderness",3974
"Pocketful of Miracles","Comedy Drama",7.3,25,"Frank Capra",3.370225,"Glenn Ford Bette Davis Hope Lange Arthur O'Connell Peter Falk","dude prohibition deception new york city apple",3975
"Close Range","Crime Action",4.9,54,"Isaac Florentine",5.485217,"Scott Adkins Nick Chinlund Caitlin Keats Jake La Botz Tony Perez","undefined",3976
"Boynton Beach Club","Comedy Drama Romance",6.8,3,"undefined",0.18887,"Brenda Vaccaro Dyan Cannon Joseph Bologna","independent film",3977
"Amnesiac","Thriller Mystery Drama Horror",4.1,52,"Michael Polish",3.0778849999999998,"Kate Bosworth Wes Bentley Shashawnee Hall Richard Riehle Patrick Bauchau","undefined",3978
"Freakonomics","Documentary",6.6,36,"Heidi Ewing",1.7814619999999999,"Zoe Sloane Jade Viggiano Amancaya Aguilar Kahiry Bess Alisha Naragsheth","female nudity corruption cheating experiment limousine",3979
"High Tension","Horror Thriller Mystery",6.6,271,"Alexandre Aja",4.9529830000000015,"C\u00e9cile de France Ma\u00efwenn Philippe Nahon Franck Khalfoun Andrei Finti","mass murder insanity gore survival farmhouse",3980
"Griff the Invisible","Romance Comedy Drama",6.1,34,"Leon Ford",1.3508799999999999,"Ryan Kwanten Maeve Dermody Marshall Napier Heather Mitchell Patrick Brammall","love superhero independent film comedy",3981
"Unnatural","Thriller Action Horror",4.3,12,"Hank Braxtan",0.687656,"James Remar Sherilyn Fenn Ron Carlson Graham Greene Allegra Carpenter","climate change polar bear",3982
"Hustle & Flow","Drama",6.9,99,"Craig Brewer",6.39503,"Terrence Howard Anthony Anderson Taryn Manning Taraji P. Henson Elise Neal","rap music hip-hop baby midlife crisis drug dealer",3983
"Some Like It Hot","Comedy Romance",8,808,"Billy Wilder",39.30982,"Marilyn Monroe Tony Curtis Jack Lemmon George Raft Pat O\u2019Brien","chicago witness musician mafia cross dressing",3984
"Friday the 13th Part VII: The New Blood","Horror Thriller",5.3,192,"John Carl Buechler",9.070841999999999,"Kane Hodder Lar Park Lincoln Susan Jennifer Sullivan Kevin Spirtas Terry Kiser","lake mask telekinesis psychopath slasher",3985
"The Wizard of Oz","Adventure Family Fantasy",7.4,1642,"Victor Fleming",67.417542,"Judy Garland Frank Morgan Ray Bolger Bert Lahr Jack Haley","witch adolescence based on novel secret identity clock",3986
"Young Frankenstein","Comedy Science Fiction",7.7,854,"Mel Brooks",36.444894,"Gene Wilder Peter Boyle Marty Feldman Madeline Kahn Cloris Leachman","experiment castle assistant bride frankenstein",3987
"Diary of the Dead","Horror Action Science Fiction",5.4,190,"George A. Romero",15.351412,"Michelle Morgan Joshua Close Shawn Roberts Amy Lalonde Joe Dinicol","zombie found footage",3988
"Lage Raho Munna Bhai","Comedy Drama Romance",7.6,44,"Rajkumar Hirani",2.436019,"Sanjay Dutt Arshad Warsi Dilip Prabhavalkar Vidya Balan Dia Mirza","historical figure comedy bollywood india",3989
"Ulee's Gold","Drama",6.5,19,"Victor Nunez",0.9339200000000001,"Peter Fonda Patricia Richardson Christine Dunford Tom Wood Jessica Biel","father son relationship florida stolen money dysfunctional family independent film",3990
"The Black Stallion","Adventure Family",7,59,"Carroll Ballard",11.35972,"Kelly Reno Mickey Rooney Teri Garr Clarence Muse Hoyt Axton","poker horse barn training sport",3991
"Sardaarji","undefined",9.5,2,"Rohit Jugraj",0.296981,"undefined","undefined",3992
"Journey to Saturn","Action Adventure Animation Comedy Science Fiction",4.9,10,"Kresten Vestbjerg Andersen",1.7766240000000002,"Casper Christensen Frank Hvam Ali Kazim Iben Hjejle Peter Belli","undefined",3993
"Donovan's Reef","Adventure Comedy Romance",6,30,"John Ford",1.8972630000000001,"John Wayne Elizabeth Allen Lee Marvin Cesar Romero Mike Mazurki","birthday half-brother priest mission clinic polynesia",3994
"The Dress","Comedy Drama",7,3,"Alex van Warmerdam",0.144031,"Henri Garcin Ingeborg Elzevier Khaldoun Elmecky Margo Dames Frans Vorstman","calamity",3995
"A Guy Named Joe","Drama Romance War",6,8,"Victor Fleming",0.5314439999999999,"Spencer Tracy Irene Dunne Van Johnson Ward Bond James Gleason","pilot airplane ghost",3996
"Blazing Saddles","Western Comedy",7.2,609,"Mel Brooks",22.793929000000002,"Cleavon Little Gene Wilder Harvey Korman Slim Pickens Madeline Kahn","gun saloon governor marching band comedy",3997
"Friday the 13th: The Final Chapter","Horror Thriller",5.9,237,"Joseph Zito",14.013414000000001,"Kimberly Beck Erich Anderson Corey Feldman Barbara Howard Crispin Glover","lake resurrection morgue serial killer jason vorhees",3998
"Ida","Drama",7.1,260,"Pawe\u0142 Pawlikowski",13.265432,"Agata Trzebuchowska Agata Kulesza Joanna Kulig Dawid Ogrodnik Adam Szyszkowski","nun mine jew jewish poland",3999
"Maurice","Drama Romance",7.1,61,"James Ivory",11.552247,"James Wilby Hugh Grant Rupert Graves Denholm Elliott Simon Callow","gay coming out british gay relationship coming of age",4000
"Beer League","Comedy",5.3,22,"Frank Sebastiano",1.73892,"Artie Lange Ralph Macchio Anthony DeSando Jimmy Palumbo Joe Lo Truglio","baseball sport",4001
"Riding Giants","Documentary",7.6,23,"Stacy Peralta",0.8959459999999999,"Jeff Clark Darrick Doerner Laird Hamilton Dave Kalama David H. Kalama Jr.","ocean california sea beach surfer",4002
"Timecrimes","Science Fiction Thriller",7,308,"Nacho Vigalondo",19.02965,"Karra Elejalde Candela Fern\u00e1ndez B\u00e1rbara Goenaga Nacho Vigalondo Juan Inciarte","scissors radio nudity time woods",4003
"Silver Medalist","Action Adventure Comedy Drama Foreign",7.4,13,"Ning Hao",0.406645,"Huang Bo Kong Jiu Shaohua Ma Xu Zheng Yung Cheung","undefined",4004
"Timber Falls","Horror Thriller",5.2,38,"Tony Giglio",3.6875739999999997,"Josh Randall Nick Searcy Beth Broderick Sascha Rosemann T.W. Leshner","fanatic forest west virginia suspense",4005
"Singin' in the Rain","Comedy Music Romance",7.8,727,"Stanley Donen",36.556954,"Gene Kelly Donald O'Connor Debbie Reynolds Jean Hagen Millard Mitchell","fan morning musical talkie partner",4006
"Fat, Sick & Nearly Dead","Documentary",7.1,47,"Joe Cross",0.545825,"Joe Cross Phil Riverstone Amy Badberg Merv Cross Virginia Cross","diet fasting vegetable juice australian man",4007
"A Haunted House","Comedy Horror",5.4,516,"Michael Tiddes",18.661541,"Marlon Wayans Essence Atkins Nick Swardson Cedric the Entertainer David Koechner","horror spoof found footage duringcreditsstinger",4008
"2016: Obama's America","Documentary",4.6,19,"John Sullivan",0.973582,"undefined","undefined",4009
"That Thing You Do!","Comedy Drama",6.8,225,"Tom Hanks",14.885388,"Tom Everett Scott Johnathon Schaech Tom Hanks Steve Zahn Ethan Embry","pop star musical record label music music band",4010
"Halloween III: Season of the Witch","Horror Mystery Science Fiction",5,229,"Tommy Lee Wallace",12.030456,"Tom Atkins Stacey Nelkin Dan O'Herlihy Michael Currie Ralph Strait","commercial factory gas station curfew mask",4011
"Escape from the Planet of the Apes","Action Science Fiction",6.3,264,"Don Taylor",18.30961,"Roddy McDowall Kim Hunter Bradford Dillman Natalie Trundy Eric Braeden","spacecraft pacifism human being cage dystopia",4012
"Hud","Action Drama Western",7.5,66,"Martin Ritt",6.82919,"Paul Newman Melvyn Douglas Patricia Neal Brandon De Wilde Whit Bissell","alcoholism ranchers rancher rebellious youth",4013
"Kevin Hart: Let Me Explain","Comedy Documentary",7.1,95,"Leslie Small",9.799357,"Kevin Hart David Terrell David Jason Perez Justine Herron Harry Ratchford","stand-up comedy manhattan, new york city madison square garden duringcreditsstinger",4014
"My Own Private Idaho","Drama Romance",7.1,212,"Gus Van Sant",10.363642,"River Phoenix Keanu Reeves James Russo William Richert Rodney Harvey","individual gay father son relationship rome robbery",4015
"Garden State","Comedy Drama Romance",7.1,618,"Zach Braff",30.583959000000004,"Zach Braff Natalie Portman Ian Holm Peter Sarsgaard Jean Smart","new jersey paraplegic loss of mother expensive restaurant pop culture",4016
"Before Sunrise","Drama Romance",7.7,959,"Richard Linklater",23.672570999999998,"Ethan Hawke Julie Delpy Andrea Eckert Hanno P\u00f6schl Karl Bruckschwaiger","dialogue sunrise talking soulmates walking",4017
"Evil Words","Horror Mystery Thriller",6.9,8,"\u00c9ric Tessier",0.20503400000000002,"Patrick Huard Michel C\u00f4t\u00e9 Catherine Florent Albert Millaire Jean L'Italien","suspense psychopathic killer hopital",4018
"Jesus' Son","Comedy Drama Romance",6.7,22,"Alison Maclean",5.581743,"Billy Crudup Denis Leary Jack Black Dennis Hopper Holly Hunter","drug abuse magic mushroom dark comedy independent film drug",4019
"Saving Face","Comedy Romance",6.8,32,"Alice Wu",2.4872549999999998,"Michelle Krusiec Joan Chen Lynn Chen Ato Essandoh Jessica Hecht","lesbian relationship lgbt woman director",4020
"Brick Lane","Drama",5.2,15,"Sarah Gavron",0.262135,"Tannishtha Chatterjee Satish Kaushik Christopher Simpson Naeema Begum Lana Rahman","arranged marriage independent film bangladesh september 11 2001 woman director",4021
"Robot & Frank","Science Fiction Comedy Drama Crime",6.8,450,"Jake Schreier",23.419061,"Frank Langella Liv Tyler James Marsden Susan Sarandon Peter Sarsgaard","friendship robot senior citizen cat thief",4022
"My Life Without Me","Drama Romance",7.2,77,"Isabel Coixet",7.958831,"Sarah Polley Amanda Plummer Scott Speedman Leonor Watling Deborah Harry","farewell responsability dying and death night shift daughter",4023
"The Spectacular Now","Comedy Drama Romance",6.8,1048,"James Ponsoldt",25.722747000000002,"Miles Teller Shailene Woodley Brie Larson Dayo Okeniyi Masam Holden","alcoholism coming of age teenager high school student based on young adult novel",4024
"Religulous","Comedy Documentary",7.2,197,"Larry Charles",9.774125999999999,"Bill Maher Jose Luis De Jesus Miranda Andrew Newberg Steve Burg Tal Bachman","muslim museum jew evidence rabbi",4025
"Fuel","Documentary Drama",7,3,"Joshua Tickell",0.197469,"Joshua Tickell Barbara Boxer Richard Branson George W. Bush Sheryl Crow","energy policy consumption automobile industry independent film nature",4026
"Valley of the Heart's Delight","Drama",7,1,"Tim Boxell",0.142255,"Pete Postlethwaite Gabriel Mann Emily Harrison Diana Scarwid","undefined",4027
"Eye of the Dolphin","Drama",7.1,7,"Michael D. Sellers",0.30188400000000004,"Carly Schroeder Adrian Dunbar George Harris Katharine Ross Christine Adams","dolphin island research tourist town",4028
"8: The Mormon Proposition","Documentary",5.5,6,"Reed Cowan",0.424957,"Rocky Mayor Anderson Matt Aune Tyler Barrick Bruce Barton Melissa Bird","independent film",4029
"The Other End of the Line","Comedy Romance",6.1,50,"James Dodson",3.393648,"Jesse Metcalfe Austin Basis Larry Miller Michael Chen Nouva Monika Wahlgren","indian lead call center romantic comedy",4030
"Anatomy","Horror Thriller",6.1,61,"Stefan Ruzowitzky",5.025938,"Franka Potente Benno F\u00fcrmann Anna Loos Oliver Wnuk Sebastian Blomberg","butterfly dissection scalpel medical school",4031
"Sleep Dealer","Drama Science Fiction Thriller",6,40,"Alex Rivera",4.624691,"Leonor Varela Jacob Vargas Luis Fernando Pe\u00f1a","virtual reality dystopia moral conflict computer loneliness",4032
"Super","Comedy Action Drama",6.6,441,"James Gunn",12.204569000000001,"Rainn Wilson Ellen Page Liv Tyler Kevin Bacon Gregg Henry","bomb gun drug dealer costume comic book",4033
"Christmas Mail","Comedy Family",5,15,"John Murlowski",0.6302260000000001,"Ashley Scott A.J. Buckley Rolanda Watts Vanessa Evigan Lochlyn Munro","undefined",4034
"Stung","Comedy Horror",4.9,63,"Benni Diez",4.2704889999999995,"Matt O'Leary Jessica Cook Lance Henriksen Clifton Collins Jr David Masterson","giant insect",4035
"Antibirth","Horror",4.8,40,"Danny Perez",3.674294,"Natasha Lyonne Chlo\u00eb Sevigny Meg Tilly Mark Webber Maxwell McCabe-Lokos","drug abuse experiment television conspiracy alien abduction",4036
"Get on the Bus","Drama",7,11,"Spike Lee",4.623059,"Ossie Davis Charles S. Dutton Andre Braugher Richard Belzer De'Aundre Bonds","washington d.c. bus march",4037
"Thr3e","Drama Horror Thriller",4.8,21,"Robby Henson",1.9467150000000002,"Marc Blucas Justine Waddell Bill Moseley Priscilla Barnes Jack Ryan","undefined",4038
"Idiocracy","Adventure Comedy Science Fiction",6.3,664,"Mike Judge",27.940093,"Luke Wilson Maya Rudolph Dax Shepard Terry Crews Anthony 'Citric' Campos","prostitute capitalism usa president arena congress",4039
"The Rise of the Krays","Crime",4.5,19,"Zackary Adler",1.7595060000000002,"Kevin Leslie Simon Cotton Phil Dunster Danny Midwinter Dan Parr","undefined",4040
"This Is England","Drama Crime",7.4,363,"Shane Meadows",8.395624,"Thomas Turgoose Stephen Graham Jo Hartley Andrew Shim Vicky McClure","holiday skinhead england vandalism independent film",4041
"U.F.O.","Action Adventure Science Fiction",3.1,47,"Dominic Burns",8.248149,"Bianca Bree Sean Brosnan Simon Phillips Jean-Claude Van Damme Peter Barrett","impostor alien invasion military partying",4042
"Bathing Beauty","Comedy Music",7,4,"George Sidney",0.628051,"Red Skelton Esther Williams Basil Rathbone Bill Goodwin Jean Porter","musical girls' boarding school swimming pool romantic comedy",4043
"Go for It!","Drama Family",4.6,5,"Carmen Marron",0.500753,"Aimee Garcia Al Bandiero Jossara Jinaro Gina Rodriguez","dancing chicago woman director",4044
"Dancer, Texas Pop. 81","Comedy Drama Family",10,1,"Tim McCanlies",0.376662,"Breckin Meyer Peter Facinelli Eddie Mills Ethan Embry Ashley Johnson","small town texas",4045
"Show Boat","Music Romance",6.9,18,"George Sidney",1.606314,"Howard Keel Kathryn Grayson Ava Gardner Joe E. Brown Marge Champion","musical grandmother granddaughter relationship interracial relationship reconciliation riverboat",4046
"Redemption Road","Drama",4.7,6,"Mario Van Peebles",0.19726400000000002,"Michael Clarke Duncan Morgan Simpson Kiele Sanchez Taryn Manning Luke Perry","undefined",4047
"The Calling","Thriller",5.6,88,"Jason Stone",5.759493,"Susan Sarandon Gil Bellows Ellen Burstyn Topher Grace Donald Sutherland","series of murders",4048
"The Brave Little Toaster","Fantasy Adventure Animation Comedy Family",6.7,93,"Jerry Rees",6.86302,"Jon Lovitz Timothy Stack Phil Hartman Deanna Oliver Timothy E. Day","growing up coming of age lost journey personification",4049
"Fantasia","Animation Family Music",7.2,808,"David Hand",32.875469,"Deems Taylor Walt Disney Julietta Novis Leopold Stokowski","orchestra classical music musical segments",4050
"8 Days","Thriller Drama",0,0,"Jaco Booyens",0.015295,"Nicole Smolen Kim Baldwin Ariana Stephens Bryson Funk","christian film sex trafficking",4051
"Friday the 13th Part III","Horror Thriller",5.7,254,"Steve Miner",14.206525,"Dana Kimmell Paul Kratka Tracie Savage Jeffrey Rogers Catherine Parks","lake summer camp murder serial killer slasher",4052
"Friday the 13th: A New Beginning","Horror Thriller",5.1,196,"Danny Steinmann",12.639469,"Melanie Kinnaman John Shepherd Shavar Ross Richard Young Marco St. John","mask psychology serial killer hospital teenager",4053
"The Last Sin Eater","Drama",6.2,11,"Michael Landon Jr.",2.371477,"Louise Fletcher Henry Thomas Soren Fulton A.J. Buckley Stewart Finlay-McLennan","christianity appalachia conversion independent film",4054
"Do You Believe?","Fantasy Drama",6.6,48,"Jon Gunn",2.470443,"Mira Sorvino Sean Astin Alexa PenaVega Cybill Shepherd Brian Bosworth","christian",4055
"Impact Point","Thriller Romance",5.7,5,"Hayley Cloake",1.532518,"Brian Austin Green Melissa Keller Linden Ashby Joe Manganiello Eddie Alfano","undefined",4056
"The Valley of Decision","Drama",5.8,4,"Tay Garnett",0.1813,"Greer Garson Gregory Peck Donald Crisp Lionel Barrymore Preston Foster","undefined",4057
"Eden","Thriller Drama",5.6,19,"Shyam Madiraju",2.713171,"Jessica Lowndes Ethan Peck Diego Boneta Nate Parker Mario Casas","island airplane survival soccer crash",4058
"Chicken Tikka Masala","Comedy Romance Foreign",3.5,5,"Harmage Singh Kalirai",0.258413,"Chris Bisson Saeed Jaffrey Sally Bankes Peter Ash Zohra Sehgal","coming out arranged marriage gay relationship",4059
"There's Always Woodstock","Romance Comedy Music",5.4,12,"Rita Merson",2.0257009999999998,"Allison Miller James Wolk Katey Sagal Rumer Willis Brittany Snow","woman director",4060
"Jack Brooks: Monster Slayer","Action Comedy Horror",5.7,59,"Jon Knautz",2.6598040000000003,"Robert Englund Trevor Matthews Daniel Kash David Fox Dean Hawes","camping vomit demon science",4061
"The Best Years of Our Lives","Drama History Romance",7.6,143,"William Wyler",8.38717,"Fredric March Myrna Loy Dana Andrews Teresa Wright Virginia Mayo","usa post traumatic stress  disorder war veteran world war ii rehabilitation",4062
"Bully","Crime Drama",6.7,125,"Larry Clark",6.6770929999999975,"Brad Renfro Bijou Phillips Nick Stahl Rachel Miner Michael Pitt","florida striptease homosexuality independent film best friend",4063
"Elling","Comedy Drama",7,51,"Petter N\u00e6ss",2.5263560000000003,"Per Christian Ellefsen Sven Nordin J\u00f8rgen Langhelle Marit Pia Jacobsen Per Christensen","mentally disabled",4064
"Mi America","Drama Crime",0,0,"Robert Fontaine",0.039007,"Robert Fontaine Michael Brainard Grant Boyd Michael Derek Lily Autumn Page","new york state hate crime",4065
"[REC]","Horror Mystery",7.1,934,"Jaume Balaguer\u00f3",31.691616999999997,"Manuela Velasco Ferran Terraza Martha Carbonell David Vert Carlos Lasarte","terror obsession camcorder firemen religion and supernatural",4066
"Lies in Plain Sight","Drama Mystery Thriller",4.5,4,"Patricia Cardoso",0.47908999999999996,"Martha Higareda Chad Michael Murray Yul Vazquez Benito Martinez Cheyenne Haynes","suicide family secrets blind woman director",4067
"Sharkskin","undefined",0,0,"undefined",0.027801,"undefined","undefined",4068
"Containment","Thriller Horror Science Fiction",5.1,36,"Neil Mcenery-West",2.122451,"Louise Brealey Lee Ross Sheila Reid Pippa Nixon Claire Greasley","undefined",4069
"The Timber","Adventure Drama Western",4.1,15,"Anthony O'Brien",0.803761,"James Ransone Elisa Lasowski Josh Peck Attila \u00c1rpa William Gaunt","undefined",4070
"From Russia with Love","Action Thriller Adventure",6.9,760,"Terence Young",41.298722999999995,"Sean Connery Daniela Bianchi Pedro Armend\u00e1riz Lotte Lenya Robert Shaw","venice london england terror england assassination",4071
"The Toxic Avenger Part II","Comedy Horror Action",5.3,39,"Lloyd Kaufman",1.7913310000000002,"Ron Fazio John Altamura Phoebe Legere Rick Collins Rikiya Yasuoka","japan new jersey sequel superhero gore",4072
"Sleeper","Comedy Romance Science Fiction",7,200,"Woody Allen",10.664202000000001,"Woody Allen Diane Keaton John Beck Mary Gregory Brian Avery","sex revolution future dystopia government",4073
"It Follows","Horror Thriller",6.6,1832,"David Robert Mitchell",100.87679399999999,"Maika Monroe Keir Gilchrist Daniel Zovatto Jake Weary Olivia Luccardi","chase supernatural friends vision school",4074
"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask","Comedy",6.6,215,"Woody Allen",13.223111,"Woody Allen John Carradine Lou Jacobi Louise Lasser Anthony Quayle","transsexuality perversity sperm orgasm sodomy",4075
"To Kill a Mockingbird","Crime Drama",8,657,"Robert Mulligan",22.139842,"Gregory Peck Brock Peters James Anderson Mary Badham Phillip Alford","black people based on novel brother sister relationship becoming an adult isolation",4076
"Mad Max 2: The Road Warrior","Adventure Action Thriller Science Fiction",7.3,957,"George Miller",37.117362,"Mel Gibson Bruce Spence Michael Preston Max Phipps Vernon Wells","explosive boomerang pilot chase post-apocalyptic",4077
"The Legend of Drunken Master","Action Comedy",7.2,242,"Liu Chia-Liang",15.046612,"Jackie Chan Anita Mui Ti Lung Felix Wong Liu Chia-Liang","father son relationship martial arts showdown fistfight friendship",4078
"Boys Don't Cry","Crime Drama",7.2,353,"Kimberly Peirce",15.557144000000001,"Hilary Swank Chlo\u00eb Sevigny Peter Sarsgaard Brendan Sexton III Alicia Goranson","rape sex identity small town love",4079
